Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size (sq. ft.),Price_per_sqft,PropertyType_Furnishing,Furnishing_Fully Furnished,Furnishing_Partly Furnished,Furnishing_Unfurnished
"Bangsar South, Kuala Lumpur",369000.0,2,1,1,0,495.0,6.615334724910419,627,0,1,0
"KLCC, Kuala Lumpur",3843000.0,4,4,2,1,3660.0,6.957497370876951,12911,0,1,0
"Seputeh, Kuala Lumpur",6500000.0,6,6,2,3,6035.0,6.982909632118886,2861,0,1,0
"Dutamas, Kuala Lumpur",520000.0,3,2,1,1,1100.0,6.160631782110844,12911,0,1,0
"Taman Tun Dr Ismail, Kuala Lumpur",2900000.0,5,3,2,3,3600.0,6.692772779948621,2861,0,1,0
"Kepong, Kuala Lumpur",345000.0,3,2,4,3,20.0,9.755625391793744,2861,0,1,0
"Kepong, Kuala Lumpur",285000.0,3,2,1,0,820.0,5.853813180777487,627,0,1,0
"Kepong, Kuala Lumpur",295000.0,3,2,1,0,820.0,5.888202099967062,627,0,1,0
"Mont Kiara, Kuala Lumpur",850000.0,3,2,3,1,1550.0,6.3088032873536894,8694,1,0,0
"Setapak, Kuala Lumpur",670000.0,3,2,2,1,908.0,6.605142919159409,8694,1,0,0
"Setapak, Kuala Lumpur",435000.0,1,1,1,1,622.0,6.551590081076931,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",700000.0,3,2,2,1,1168.0,6.397454631547206,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",1980000.0,4,4,3,1,2400.0,6.716594773520978,8694,1,0,0
"Bukit Jalil, Kuala Lumpur",2500000.0,4,4,4,1,3200.0,6.662174382548992,8694,1,0,0
"Dutamas, Kuala Lumpur",645000.0,4,3,2,1,1432.0,6.112395942393597,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",660000.0,3,2,2,1,953.0,6.541823108264293,2538,0,0,1
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",395000.0,3,2,1,1,1100.0,5.886356524823546,12911,0,1,0
"Sri Petaling, Kuala Lumpur",655000.0,4,3,4,3,20.0,10.396688774948379,2861,0,1,0
"Ampang, Kuala Lumpur",580000.0,0,1,1,1,533.0,6.993180501883698,8694,1,0,0
"Taman Desa, Kuala Lumpur",2980000.0,4,3,2,1,2640.0,7.029785176198345,8694,1,0,0
"Taman Desa, Kuala Lumpur",1480000.0,3,2,1,1,2640.0,6.33080064433083,8694,1,0,0
"Sentul, Kuala Lumpur",518000.0,3,2,1,1,948.0,6.305204462195155,2538,0,0,1
"Taman Desa, Kuala Lumpur",528000.0,2,2,1,1,715.0,6.605922270604279,8694,1,0,0
"Taman Desa, Kuala Lumpur",450000.0,3,2,1,1,938.0,6.175335187744596,8694,1,0,0
"Taman Desa, Kuala Lumpur",438000.0,0,1,1,1,689.0,6.45630474174377,8694,1,0,0
"Keramat, Kuala Lumpur",860000.0,3,3,2,1,1291.0,6.503015314555234,2538,0,0,1
"Bukit Jalil, Kuala Lumpur",490000.0,4,2,1,1,1080.0,6.119646006176511,2538,0,0,1
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",899990.0,4,3,2,1,1335.0,6.514934611037662,2538,0,0,1
"Cheras, Kuala Lumpur",579000.0,3,2,1,1,1250.0,6.140315493840337,8694,1,0,0
"Sentul, Kuala Lumpur",340000.0,3,2,1,0,838.0,6.008144469586708,627,0,1,0
"Mont Kiara, Kuala Lumpur",860000.0,3,3,2,1,1300.0,6.496078611327637,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",378000.0,1,2,1,1,775.0,6.19183461087469,8694,1,0,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",398000.0,3,2,2,1,950.0,6.040129390141841,12911,0,1,0
"Sungai Besi, Kuala Lumpur",568000.0,3,2,2,1,1111.0,6.238814983529504,12911,0,1,0
"Sungai Besi, Kuala Lumpur",598000.0,3,2,2,1,1111.0,6.290186379138473,12911,0,1,0
"Bukit Tunku (Kenny Hills), Kuala Lumpur",2500000.0,6,6,3,1,3778.0,6.496361301063341,12911,0,1,0
"Taman Desa, Kuala Lumpur",700000.0,4,2,2,1,1355.0,6.249212723916752,8694,1,0,0
"Taman Desa, Kuala Lumpur",800000.0,2,2,2,1,1279.0,6.440130678430945,8694,1,0,0
"Sri Hartamas, Kuala Lumpur",3600000.0,4,5,2,3,4600.0,6.663909783063655,2861,0,1,0
"Salak Selatan, Kuala Lumpur",480000.0,3,2,2,3,1750.0,5.617809519359053,722,0,0,1
"Bukit Jalil, Kuala Lumpur",890000.0,3,2,3,1,1212.0,6.600310446426268,12911,0,1,0
"Cheras, Kuala Lumpur",385000.0,3,2,1,1,1230.0,5.749418877551727,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",395000.0,2,2,1,1,676.0,6.3721578974820465,12911,0,1,0
"Taman Desa, Kuala Lumpur",512000.0,3,2,1,1,1205.0,6.0541958085417376,12911,0,1,0
"Taman Melawati, Kuala Lumpur",600000.0,4,2,2,3,14.0,10.66565093764414,722,0,0,1
"Bangsar, Kuala Lumpur",1150000.0,2,2,1,1,980.0,7.068571739693821,2538,0,0,1
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",1480000.0,1,1,1,6,6653.0,5.409214682718883,8,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",760000.0,5,3,2,3,22.0,10.450060205853651,2861,0,1,0
"Desa ParkCity, Kuala Lumpur",1950000.0,4,3,2,3,2304.0,6.742118749718453,2861,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",620000.0,3,2,1,1,1130.0,6.309322767075273,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",730000.0,3,2,1,1,1260.0,6.36365735270285,8694,1,0,0
"Taman Desa, Kuala Lumpur",430000.0,1,1,1,1,700.0,6.422086735998797,8694,1,0,0
"KLCC, Kuala Lumpur",3100000.0,5,6,3,1,3502.0,6.7869521964235435,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1380000.0,4,4,2,1,1733.0,6.681239776665572,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1250000.0,4,4,2,1,1605.0,6.659058250091314,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1750000.0,4,3,2,1,2020.0,6.765427175543181,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1670000.0,4,3,2,1,2038.0,6.70982958585858,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1500000.0,4,4,2,1,2465.0,6.4126705641342365,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1600000.0,4,4,2,1,2002.0,6.684862695173947,8694,1,0,0
"Mont Kiara, Kuala Lumpur",900000.0,3,2,1,1,1390.0,6.474634269198406,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1700000.0,3,2,1,1,2645.0,6.4672671379560525,12911,0,1,0
"Mont Kiara, Kuala Lumpur",850000.0,3,2,1,1,1241.0,6.530777778498136,12911,0,1,0
"Mont Kiara, Kuala Lumpur",2740000.0,5,4,3,1,3043.0,6.803979296166759,12911,0,1,0
"Mont Kiara, Kuala Lumpur",870000.0,3,2,1,1,1208.0,6.580914654800422,8694,1,0,0
"Mont Kiara, Kuala Lumpur",890000.0,3,2,1,1,1208.0,6.603611746280789,8694,1,0,0
"Mont Kiara, Kuala Lumpur",780000.0,3,2,1,1,1268.0,6.423477384770161,12911,0,1,0
"Mont Kiara, Kuala Lumpur",900000.0,5,3,1,1,1241.0,6.587855196196452,8694,1,0,0
"Damansara Heights, Kuala Lumpur",5500000.0,5,4,3,4,5100.0,6.984189674565782,843,0,1,0
"Mont Kiara, Kuala Lumpur",1480000.0,5,4,2,1,1871.0,6.674587710241071,8694,1,0,0
"Bukit Jalil, Kuala Lumpur",640000.0,3,2,2,1,1236.0,6.251517204852476,2538,0,0,1
"Jalan Kuching, Kuala Lumpur",540000.0,4,2,2,1,1200.0,6.111467339502679,12911,0,1,0
"Batu Caves, Kuala Lumpur",680000.0,3,2,2,1,1012.0,6.5116513562743625,12911,0,1,0
"Setapak, Kuala Lumpur",1900000.0,6,2,4,4,6265.0,5.71792252082919,843,0,1,0
"Setiawangsa, Kuala Lumpur",350000.0,3,2,1,0,952.0,5.9098397061684595,142,0,0,1
"KLCC, Kuala Lumpur",2488000.0,4,5,2,1,3335.0,6.616101310995326,8694,1,0,0
"KLCC, Kuala Lumpur",5250000.0,5,5,2,1,3500.0,7.313886831633462,8694,1,0,0
"Cheras, Kuala Lumpur",450000.0,3,2,1,0,1119.0,5.999295733461592,627,0,1,0
"Sungai Besi, Kuala Lumpur",580000.0,3,2,2,1,1044.0,6.321766996021397,12911,0,1,0
"Sri Petaling, Kuala Lumpur",1380000.0,5,5,2,3,22.0,11.046567545676984,2861,0,1,0
"Cheras, Kuala Lumpur",450000.0,3,2,2,3,1431.0,5.754049036683695,2861,0,1,0
"KLCC, Kuala Lumpur",6980000.0,5,5,2,1,2906.0,7.784442876344273,12911,0,1,0
"KLCC, Kuala Lumpur",2200000.0,4,3,2,1,2291.0,6.868265057668439,12911,0,1,0
"KLCC, Kuala Lumpur",1700000.0,2,1,1,1,1152.0,7.297561385330337,8694,1,0,0
"KL Eco City, Kuala Lumpur",1100400.0,2,1,1,1,786.0,7.244941546337007,8694,1,0,0
"KLCC, Kuala Lumpur",2160000.0,4,3,2,1,1800.0,7.0909098220799835,8694,1,0,0
"Bangsar, Kuala Lumpur",900000.0,2,1,1,1,689.0,7.175674033960163,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1700000.0,5,4,3,1,2495.0,6.52556137195831,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",1500000.0,5,4,3,1,2638.0,6.344956454818367,8694,1,0,0
"Seputeh, Kuala Lumpur",2350000.0,5,5,2,1,2900.0,6.698693151894302,8694,1,0,0
"Bukit Jalil, Kuala Lumpur",720000.0,3,2,2,1,1232.0,6.372321995727114,8694,1,0,0
"Wangsa Maju, Kuala Lumpur",580000.0,4,2,2,1,1551.0,5.926798788131769,12911,0,1,0
"KLCC, Kuala Lumpur",1299000.0,4,4,2,1,1701.0,6.639442315472466,12911,0,1,0
"Setapak, Kuala Lumpur",750000.0,4,2,2,1,1500.0,6.2166061010848646,8694,1,0,0
"Jalan Ipoh, Kuala Lumpur",470000.0,2,1,1,1,698.0,6.513752875626969,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1830000.0,5,4,3,1,2495.0,6.599144976040642,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1200000.0,2,2,1,1,962.0,7.129619009596099,8694,1,0,0
"Cheras, Kuala Lumpur",2300000.0,6,6,4,3,4770.0,6.180389862471576,2861,0,1,0
"Bangsar, Kuala Lumpur",2300000.0,5,4,2,1,2928.0,6.667617039663647,8694,1,0,0
"Sri Hartamas, Kuala Lumpur",3500000.0,5,5,3,1,3466.0,6.918506851888951,8694,1,0,0
"Bukit Tunku (Kenny Hills), Kuala Lumpur",1000000.0,4,4,2,1,1554.0,6.468475820828152,12911,0,1,0
"Sungai Besi, Kuala Lumpur",980000.0,5,4,2,3,20.0,10.799595985047786,722,0,0,1
"KL City, Kuala Lumpur",1100000.0,2,2,1,1,1076.0,6.930792700756975,8694,1,0,0
"KL City, Kuala Lumpur",820000.0,1,1,1,1,657.0,7.130176499463013,8694,1,0,0
"KLCC, Kuala Lumpur",900000.0,2,2,1,1,866.0,6.947226893327183,8694,1,0,0
"KLCC, Kuala Lumpur",515000.0,0,1,1,1,491.0,6.9564309957143395,8694,1,0,0
"KLCC, Kuala Lumpur",520000.0,0,1,1,1,495.0,6.957977798274396,8694,1,0,0
"KL City, Kuala Lumpur",350000.0,2,1,1,1,704.0,6.210919485665091,8694,1,0,0
"KL Eco City, Kuala Lumpur",900000.0,2,1,1,1,732.0,7.115182531102148,12911,0,1,0
"Mont Kiara, Kuala Lumpur",720000.0,3,2,1,1,1048.0,6.533822123372631,8694,1,0,0
"Mont Kiara, Kuala Lumpur",2160000.0,4,3,5,1,2700.0,6.68586094706836,12911,0,1,0
"KL City, Kuala Lumpur",500000.0,2,2,1,1,1010.0,6.206675730112337,8694,1,0,0
"Ampang, Kuala Lumpur",1200000.0,4,4,2,1,1735.0,6.54051421149997,8694,1,0,0
"Ampang Hilir, Kuala Lumpur",370000.0,2,1,1,1,430.0,6.7586345633072735,2538,0,0,1
"Kepong, Kuala Lumpur",2500000.0,7,6,6,4,5400.0,6.139804727839863,843,0,1,0
"Kepong, Kuala Lumpur",2800000.0,8,4,6,4,9200.0,5.721451540229871,843,0,1,0
"Setapak, Kuala Lumpur",750000.0,3,2,2,1,1600.0,6.152200638293575,8694,1,0,0
"KL City, Kuala Lumpur",2150000.0,4,5,3,5,3444.0,6.4381901134113235,205,0,1,0
"Jalan Ipoh, Kuala Lumpur",545000.0,3,2,1,1,911.0,6.395668340517539,12911,0,1,0
"Jalan Ipoh, Kuala Lumpur",550000.0,3,2,1,1,911.0,6.404785653327699,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",690000.0,3,2,2,1,814.0,6.743665525404606,12911,0,1,0
"Bukit Bintang, Kuala Lumpur",2315000.0,5,5,2,1,2153.0,6.981232337534244,8694,1,0,0
"Batu Caves, Kuala Lumpur",790000.0,3,2,2,1,1108.0,6.570877906152708,8694,1,0,0
"Batu Caves, Kuala Lumpur",850000.0,3,2,2,1,1100.0,6.651219450678591,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",1600000.0,5,4,2,3,23.0,11.150034346177542,2861,0,1,0
"Mont Kiara, Kuala Lumpur",1750000.0,4,3,2,1,2020.0,6.765427175543181,12911,0,1,0
"Dutamas, Kuala Lumpur",588000.0,3,2,1,1,1100.0,6.283285768723316,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1230000.0,5,4,2,1,2000.0,6.423246963533519,8694,1,0,0
"Bukit Bintang, Kuala Lumpur",1050000.0,3,2,1,1,1570.0,6.506963945131181,8694,1,0,0
"Bukit Tunku (Kenny Hills), Kuala Lumpur",1700000.0,4,4,2,1,2857.0,6.39029058442277,8694,1,0,0
"Bukit Tunku (Kenny Hills), Kuala Lumpur",2380000.0,5,5,3,1,3251.0,6.597258159646922,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",738000.0,3,2,3,1,1212.0,6.413312866314819,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1750000.0,5,4,3,1,2318.0,6.627990016957717,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1060000.0,5,4,2,1,1997.0,6.2762603225054585,8694,1,0,0
"Bukit Jalil, Kuala Lumpur",498000.0,4,2,1,1,1210.0,6.022406489297211,12911,0,1,0
"Bandar Tasik Selatan, Kuala Lumpur",290000.0,3,2,1,0,854.0,5.830645508249305,627,0,1,0
"Bukit Jalil, Kuala Lumpur",868000.0,4,3,2,1,1293.0,6.510715137806878,8694,1,0,0
"KLCC, Kuala Lumpur",800000.0,2,1,1,1,915.0,6.774586037790822,12911,0,1,0
"Mont Kiara, Kuala Lumpur",680000.0,3,2,2,1,1015.0,6.508695719844901,2538,0,0,1
"Mont Kiara, Kuala Lumpur",2700000.0,7,6,5,1,4530.0,6.391961484378422,12911,0,1,0
"Kuchai Lama, Kuala Lumpur",677999.0,4,3,2,1,1474.0,6.133337703935256,12911,0,1,0
"Setapak, Kuala Lumpur",1080000.0,4,4,2,1,3427.0,5.75619920156408,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",695000.0,4,2,2,1,1094.0,6.455644004686455,2538,0,0,1
"Taman Melawati, Kuala Lumpur",498000.0,3,2,1,1,1007.0,6.205644509972814,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",539000.0,2,1,1,1,667.0,6.6959175157410735,2538,0,0,1
"Dutamas, Kuala Lumpur",980000.0,4,5,3,1,2111.0,6.142542567723568,12911,0,1,0
"Ampang, Kuala Lumpur",720000.0,1,1,1,1,781.0,6.827515475488715,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",420000.0,3,2,1,1,1400.0,5.707110264748875,12911,0,1,0
"City Centre, Kuala Lumpur",2600000.0,3,2,2,1,1614.0,7.385171730795069,8694,1,0,0
"Desa ParkCity, Kuala Lumpur",1616000.0,3,2,2,1,1346.0,7.0914045819645555,8694,1,0,0
"Jalan Kuching, Kuala Lumpur",470000.0,3,2,1,1,1090.0,6.06887146232392,8694,1,0,0
"Kepong, Kuala Lumpur",388000.0,3,2,2,1,901.0,6.067574833887299,2538,0,0,1
"Bandar Tasik Selatan, Kuala Lumpur",300000.0,3,2,1,0,845.0,5.875013833575355,627,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",380000.0,3,2,1,1,950.0,5.993961427306569,12911,0,1,0
"Cheras, Kuala Lumpur",780000.0,4,3,2,3,22.0,10.476034950037906,2861,0,1,0
"Cheras, Kuala Lumpur",365000.0,3,2,1,3,1060.0,5.844528346267841,2861,0,1,0
"Taman Desa, Kuala Lumpur",1188000.0,4,3,2,3,22.0,10.896757843893464,2861,0,1,0
"Taman Desa, Kuala Lumpur",1760000.0,6,3,2,3,1798.0,6.887415221422989,2861,0,1,0
"Taman Desa, Kuala Lumpur",1290000.0,4,3,2,3,22.0,10.979127377097683,722,0,0,1
"KLCC, Kuala Lumpur",1265000.0,1,1,1,1,872.0,7.280482346820556,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1210000.0,3,2,1,1,926.0,7.176021679498436,8694,1,0,0
"Dutamas, Kuala Lumpur",460000.0,3,2,1,1,800.0,6.3561076606958915,12911,0,1,0
"Dutamas, Kuala Lumpur",480000.0,3,2,2,1,800.0,6.398594934535208,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",1300000.0,4,3,2,3,22.0,10.986849292007179,2861,0,1,0
"Cheras, Kuala Lumpur",560000.0,4,3,2,3,20.0,10.239995502805316,2861,0,1,0
"Taman Desa, Kuala Lumpur",525000.0,3,2,1,1,1200.0,6.083359811812238,12911,0,1,0
"KLCC, Kuala Lumpur",750000.0,2,1,1,1,915.0,6.710123676641701,8694,1,0,0
"Salak Selatan, Kuala Lumpur",540000.0,3,2,2,1,880.0,6.421030814292307,12911,0,1,0
"Jalan Ipoh, Kuala Lumpur",650000.0,5,2,3,1,1271.0,6.239121846021761,2538,0,0,1
"Mont Kiara, Kuala Lumpur",630000.0,0,1,1,1,462.0,7.218643271861805,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1080000.0,2,2,1,1,926.0,7.062454404497871,8694,1,0,0
"Mont Kiara, Kuala Lumpur",600000.0,0,1,1,1,462.0,7.169889746818635,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1650000.0,4,3,2,1,2038.0,6.697796021437146,12911,0,1,0
"Dutamas, Kuala Lumpur",530000.0,3,2,2,1,1106.0,6.174211721571871,2538,0,0,1
"Bukit Jalil, Kuala Lumpur",640000.0,3,2,2,1,1100.0,6.367875271188887,2538,0,0,1
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",480000.0,3,2,1,1,1175.0,6.014962881705065,8694,1,0,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",450000.0,2,2,1,1,1248.0,5.8904748075570685,2538,0,0,1
"Mont Kiara, Kuala Lumpur",2400000.0,5,4,3,1,2973.0,6.694890455702328,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1740000.0,4,4,2,1,2038.0,6.750842036380882,12911,0,1,0
"Mont Kiara, Kuala Lumpur",2680000.0,4,4,2,1,2973.0,6.805109242997119,12911,0,1,0
"Dutamas, Kuala Lumpur",670000.0,1,1,1,1,672.0,6.905777133265171,8694,1,0,0
"Sentul, Kuala Lumpur",1550000.0,4,3,2,1,1750.0,6.787522817358339,8694,1,0,0
"Sentul, Kuala Lumpur",950000.0,4,3,2,1,1535.0,6.429546089045751,8694,1,0,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",790000.0,3,2,2,1,1158.0,6.526803315825543,2538,0,0,1
"Bangsar, Kuala Lumpur",920000.0,2,1,1,1,689.0,7.197636310759606,8694,1,0,0
"Segambut, Kuala Lumpur",420000.0,3,2,2,0,1049.0,5.994911887044177,154,1,0,0
"Kuchai Lama, Kuala Lumpur",6000000.0,8,8,6,4,7417.0,6.696975488697506,843,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",1053000.0,4,4,2,1,1691.0,6.435683042097518,2538,0,0,1
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",550000.0,3,2,1,1,1191.0,6.137288101181372,12911,0,1,0
"KL Sentral, Kuala Lumpur",1620000.0,3,2,1,1,1532.0,6.964552589047688,8694,1,0,0
"KL Sentral, Kuala Lumpur",980000.0,2,1,1,1,811.0,7.0978670053202,8694,1,0,0
"Seputeh, Kuala Lumpur",2200000.0,5,4,2,1,2900.0,6.632819216133246,8694,1,0,0
"Bangsar South, Kuala Lumpur",1150000.0,3,2,2,1,1260.0,6.8175005527790455,8694,1,0,0
"KL Sentral, Kuala Lumpur",1650000.0,1,1,1,1,1119.0,7.29677308952165,8694,1,0,0
"Bangsar, Kuala Lumpur",1400000.0,2,2,1,1,1076.0,7.171745330092553,8694,1,0,0
"KLCC, Kuala Lumpur",498000.0,0,1,1,1,4491.0,4.717502335219475,8694,1,0,0
"KLCC, Kuala Lumpur",2200000.0,2,2,1,1,1624.0,7.212058307102912,12911,0,1,0
"Sri Petaling, Kuala Lumpur",415000.0,3,2,1,1,1200.0,5.8488443571655795,12911,0,1,0
"Wangsa Maju, Kuala Lumpur",450000.0,3,2,1,1,1150.0,5.972037936065351,12911,0,1,0
"Cheras, Kuala Lumpur",1350000.0,6,5,2,3,24.0,10.937579097686422,2861,0,1,0
"Dutamas, Kuala Lumpur",488000.0,3,2,1,1,1100.0,6.097256787740987,12911,0,1,0
"Cheras, Kuala Lumpur",828000.0,4,3,2,5,1700.0,6.190435938608069,205,0,1,0
"Bangsar South, Kuala Lumpur",760000.0,2,2,1,1,823.0,6.829199820414726,12911,0,1,0
"Bangsar South, Kuala Lumpur",688500.0,3,2,2,1,1185.0,6.366492197027306,12911,0,1,0
"Cheras, Kuala Lumpur",828000.0,4,3,3,3,22.0,10.535752549704412,2861,0,1,0
"Cheras, Kuala Lumpur",828000.0,4,3,2,3,1700.0,6.190435938608069,2861,0,1,0
"Dutamas, Kuala Lumpur",3150000.0,6,6,3,3,7000.0,6.111467339502679,2861,0,1,0
"City Centre, Kuala Lumpur",580000.0,4,3,2,1,1319.0,6.088425785798371,8694,1,0,0
"KLCC, Kuala Lumpur",3880000.0,5,4,3,1,3083.0,7.138481555824549,12911,0,1,0
"Ampang, Kuala Lumpur",2100000.0,5,6,4,3,3896.0,6.291595757197832,533,1,0,0
"KLCC, Kuala Lumpur",1925100.0,3,2,1,1,1426.0,7.208600337960199,12911,0,1,0
"Segambut, Kuala Lumpur",2140426.0,6,8,5,3,4068.0,6.26750742791173,722,0,0,1
"Kepong, Kuala Lumpur",746963.0,3,2,2,1,1139.0,6.48738864784912,12911,0,1,0
"Other, Kuala Lumpur",4264920.0,8,8,4,4,5900.0,6.584608774344888,173,0,0,1
"Cheras, Kuala Lumpur",699000.0,5,3,2,5,25.0,10.238565961087293,33,0,0,1
"OUG, Kuala Lumpur",695000.0,3,2,2,3,22.0,10.360656325363873,2861,0,1,0
"Mont Kiara, Kuala Lumpur",1200000.0,5,4,5,1,2800.0,6.062788033933216,8694,1,0,0
"Sentul, Kuala Lumpur",430000.0,4,2,2,1,1171.0,5.908646678543147,12911,0,1,0
"Bangsar South, Kuala Lumpur",618000.0,3,2,1,0,721.0,6.754770585794848,627,0,1,0
"Setapak, Kuala Lumpur",300000.0,3,2,1,1,800.0,5.929589143389895,2538,0,0,1
"Bangsar South, Kuala Lumpur",350000.0,0,1,1,0,452.0,6.653296849028164,627,0,1,0
"Bangsar South, Kuala Lumpur",960000.0,3,2,1,1,1119.0,6.755662801318717,2538,0,0,1
"Titiwangsa, Kuala Lumpur",550000.0,3,2,1,1,850.0,6.473981469283848,2538,0,0,1
"Sentul, Kuala Lumpur",325000.0,3,2,1,1,877.0,5.917768296167379,8694,1,0,0
"KLCC, Kuala Lumpur",2400000.0,2,2,1,1,1087.0,7.700255222327836,8694,1,0,0
"Bangsar, Kuala Lumpur",9064900.0,5,6,3,1,4771.0,7.550135342488429,2538,0,0,1
"Bangsar, Kuala Lumpur",9246600.0,5,6,3,1,5137.0,7.496097345175956,12911,0,1,0
"Bangsar, Kuala Lumpur",9246600.0,5,6,3,1,5137.0,7.496097345175956,12911,0,1,0
"Bangsar, Kuala Lumpur",7245000.0,4,5,3,1,4025.0,7.496097345175956,12911,0,1,0
"Dutamas, Kuala Lumpur",750000.0,3,2,1,1,1253.0,6.396201803271938,2538,0,0,1
"Segambut, Kuala Lumpur",671000.0,3,2,1,1,990.0,6.520293795313548,12911,0,1,0
"Bangsar South, Kuala Lumpur",1500000.0,4,3,2,1,2068.0,6.588016147622482,8694,1,0,0
"Bangsar South, Kuala Lumpur",1200000.0,3,2,2,1,1485.0,6.695898798449423,12911,0,1,0
"Bangsar South, Kuala Lumpur",980000.0,3,2,2,1,1260.0,6.657725739164105,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1900000.0,4,4,3,1,2347.0,6.69770574913371,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",380000.0,1,2,1,1,775.0,6.1971008991303576,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",390000.0,1,2,1,1,775.0,6.223024196410325,8694,1,0,0
"Wangsa Maju, Kuala Lumpur",858000.0,3,2,2,1,1259.0,6.525752634863679,12911,0,1,0
"Sungai Besi, Kuala Lumpur",990000.0,4,4,3,3,20.0,10.809748150372926,722,0,0,1
"Mont Kiara, Kuala Lumpur",1100000.0,2,2,1,1,932.0,7.074334837077359,8694,1,0,0
"City Centre, Kuala Lumpur",5450000.0,6,5,2,1,6769.0,6.692258769812709,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",1200000.0,6,4,4,1,1930.0,6.434163874209682,12911,0,1,0
"KLCC, Kuala Lumpur",1950000.0,2,2,1,1,1076.0,7.502885832507184,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",935000.0,5,3,3,1,1513.0,6.4280689684551495,12911,0,1,0
"OUG, Kuala Lumpur",2000000.0,4,3,2,3,24.0,11.330615908104274,2861,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",700000.0,3,3,2,1,1440.0,6.188492251291632,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",370000.0,3,2,1,1,1222.0,5.7163114056477875,8694,1,0,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",650000.0,3,3,2,1,1358.0,6.173046385114802,12911,0,1,0
"Mont Kiara, Kuala Lumpur",850000.0,4,3,2,1,1235.0,6.535617266083153,8694,1,0,0
"Taman Tun Dr Ismail, Kuala Lumpur",1350000.0,4,3,2,1,1816.0,6.612567872487531,12911,0,1,0
"Bangsar, Kuala Lumpur",6900000.0,5,6,3,1,4771.0,7.2774119743858305,2538,0,0,1
"KLCC, Kuala Lumpur",2800000.0,5,5,1,1,4123.0,6.522265059373486,8694,1,0,0
"Wangsa Maju, Kuala Lumpur",780000.0,6,4,3,1,2562.0,5.721784949027817,8694,1,0,0
"Bukit Tunku (Kenny Hills), Kuala Lumpur",2300000.0,4,5,4,1,2368.0,6.8796477204741056,8694,1,0,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",428000.0,3,2,1,1,852.0,6.221280623213681,12911,0,1,0
"KLCC, Kuala Lumpur",1426000.0,3,3,1,1,1683.0,6.743230214252183,8694,1,0,0
