Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size (sq. ft.),Price_per_sqft,PropertyType_Furnishing,Furnishing_Fully Furnished,Furnishing_Partly Furnished,Furnishing_Unfurnished
"Kuchai Lama, Kuala Lumpur",420000.0,3,2,1,1,970.0,6.07302077972069,12911,0,1,0
"Cheras, Kuala Lumpur",788000.0,4,3,2,1,1700.0,6.1410248754413645,8694,1,0,0
"Cheras, Kuala Lumpur",545000.0,3,2,2,1,1098.0,6.209308103731157,8694,1,0,0
"KLCC, Kuala Lumpur",2210000.0,2,2,2,1,1464.0,7.32023760309279,8694,1,0,0
"Kuchai Lama, Kuala Lumpur",585000.0,4,2,2,1,1450.0,6.002523856535031,8694,1,0,0
"KLCC, Kuala Lumpur",575000.0,0,1,1,1,411.0,7.244246632556526,8694,1,0,0
"Ampang Hilir, Kuala Lumpur",590000.0,1,1,1,1,502.0,7.070128181882293,8694,1,0,0
"Pantai, Kuala Lumpur",800000.0,4,2,2,1,1300.0,6.423871144316534,12911,0,1,0
"KLCC, Kuala Lumpur",550000.0,0,1,1,1,411.0,7.199827336370446,8694,1,0,0
"Cheras, Kuala Lumpur",1300000.0,6,4,3,3,40.0,10.389026137075234,2861,0,1,0
"Cheras, Kuala Lumpur",725000.0,4,3,2,3,26.0,10.235866257241266,2861,0,1,0
"KLCC, Kuala Lumpur",993000.0,2,1,1,1,662.0,7.313886831633462,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",520000.0,4,2,2,0,1240.0,6.04109920865976,154,1,0,0
"Setapak, Kuala Lumpur",900000.0,4,4,3,1,1800.0,6.2166061010848646,12911,0,1,0
"Kepong, Kuala Lumpur",490000.0,4,2,1,0,1330.0,5.911937057563981,142,0,0,1
"Kepong, Kuala Lumpur",490000.0,3,2,1,3,20.0,10.106469212026385,2861,0,1,0
"Kepong, Kuala Lumpur",478000.0,2,2,1,0,1100.0,6.076599164084752,627,0,1,0
"Kepong, Kuala Lumpur",930000.0,5,3,4,3,50.0,9.83097062169695,2861,0,1,0
"Kepong, Kuala Lumpur",428000.0,3,2,1,1,1150.0,5.92204456578907,12911,0,1,0
"Jinjang, Kuala Lumpur",1175000.0,4,3,2,3,1500.0,6.664834100059253,2861,0,1,0
"Bandar Menjalara, Kuala Lumpur",645000.0,3,2,1,3,16.0,10.60444167943201,2861,0,1,0
"Kepong, Kuala Lumpur",428000.0,3,2,1,0,1001.0,6.060459749594548,627,0,1,0
"Dutamas, Kuala Lumpur",1450000.0,5,4,4,1,1920.0,6.628316911408455,12911,0,1,0
"Cheras, Kuala Lumpur",790000.0,4,3,2,3,22.0,10.488773618798403,533,1,0,0
"Mont Kiara, Kuala Lumpur",2900000.0,5,4,3,1,3401.0,6.749568581425989,12911,0,1,0
"Kuchai Lama, Kuala Lumpur",560000.0,3,2,2,1,1120.0,6.2166061010848646,8694,1,0,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",665000.0,4,2,2,1,1210.0,6.3109845765456285,12911,0,1,0
"Sentul, Kuala Lumpur",850000.0,3,3,2,1,1186.0,6.576044370508166,2538,0,0,1
"Mont Kiara, Kuala Lumpur",650000.0,1,1,1,1,462.0,7.249873267544029,8694,1,0,0
"Cheras, Kuala Lumpur",938000.0,6,3,2,3,22.0,10.660486228512784,533,1,0,0
"Cheras, Kuala Lumpur",3300000.0,6,6,3,3,45.0,11.20278417293705,533,1,0,0
"Kuchai Lama, Kuala Lumpur",330000.0,3,2,1,1,980.0,5.822260657908316,12911,0,1,0
"Cheras, Kuala Lumpur",455000.0,3,2,2,3,18.0,10.13772049969399,2861,0,1,0
"Bukit Jalil, Kuala Lumpur",728000.0,3,2,2,1,1404.0,6.252902456715343,12911,0,1,0
"Sungai Besi, Kuala Lumpur",1150000.0,5,4,2,3,2600.0,6.09426409397513,2861,0,1,0
"Seputeh, Kuala Lumpur",750000.0,2,2,1,1,915.0,6.710123676641701,12911,0,1,0
"Seputeh, Kuala Lumpur",706000.0,2,2,1,1,829.0,6.748323893445017,12911,0,1,0
"KLCC, Kuala Lumpur",4800000.0,5,6,2,1,3300.0,7.283135992203684,8694,1,0,0
"Mont Kiara, Kuala Lumpur",2200000.0,4,4,2,1,2648.0,6.723610913845762,8694,1,0,0
"Bangsar, Kuala Lumpur",6500000.0,6,5,4,4,6500.0,6.90875477931522,843,0,1,0
"Mont Kiara, Kuala Lumpur",1300000.0,4,3,2,1,1991.0,6.483012885220168,8694,1,0,0
"Ampang Hilir, Kuala Lumpur",1300000.0,3,2,2,1,1100.0,7.075655159705105,8694,1,0,0
"Ampang, Kuala Lumpur",995000.0,2,2,2,1,1060.0,6.845538588610064,8694,1,0,0
"Taman Desa, Kuala Lumpur",470000.0,2,2,1,1,715.0,6.489725551618955,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1800000.0,4,4,3,1,2870.0,6.442823088780174,12911,0,1,0
"Mont Kiara, Kuala Lumpur",600000.0,1,1,2,1,804.0,6.616424768020546,8694,1,0,0
"Dutamas, Kuala Lumpur",395000.0,2,1,1,1,646.0,6.417475647257973,2538,0,0,1
"Kepong, Kuala Lumpur",570000.0,3,2,2,3,22.0,10.16238778219882,2861,0,1,0
"Mont Kiara, Kuala Lumpur",1700000.0,5,4,3,1,2580.0,6.492110627707158,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1750000.0,5,4,3,1,2580.0,6.521054868006085,8694,1,0,0
"Mont Kiara, Kuala Lumpur",3480000.0,5,5,3,1,3668.0,6.856194486270597,12911,0,1,0
"Mont Kiara, Kuala Lumpur",3480000.0,5,5,3,1,3668.0,6.856194486270597,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1690000.0,4,4,2,1,2020.0,6.7305808490141645,12911,0,1,0
"Mont Kiara, Kuala Lumpur",4400000.0,5,5,3,1,3674.0,7.088913484694858,12911,0,1,0
"Dutamas, Kuala Lumpur",750000.0,1,1,1,1,672.0,7.018465743820957,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1700000.0,4,3,2,1,2201.0,6.650765595973396,8694,1,0,0
"Kepong, Kuala Lumpur",480000.0,3,2,2,1,1027.0,6.149281470640072,12911,0,1,0
"Sungai Besi, Kuala Lumpur",660000.0,3,2,2,1,1025.0,6.469099048028703,8694,1,0,0
"Wangsa Maju, Kuala Lumpur",325000.0,3,2,1,0,750.0,6.073812288456735,154,1,0,0
"Taman Desa, Kuala Lumpur",427000.0,3,2,1,1,938.0,6.122983655251429,2538,0,0,1
"Cheras, Kuala Lumpur",460000.0,3,2,1,1,1142.0,6.0009249103629205,8694,1,0,0
"Bukit Bintang, Kuala Lumpur",800000.0,1,1,1,1,696.0,7.0478869680850025,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",640000.0,3,2,2,1,1168.0,6.307998628658543,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",318000.0,2,1,1,1,775.0,6.019377774398396,12911,0,1,0
"Cheras, Kuala Lumpur",390000.0,3,2,1,1,926.0,6.045399328097688,2538,0,0,1
"KLCC, Kuala Lumpur",1580000.0,5,4,2,1,2497.0,6.451669246984301,8694,1,0,0
"Setapak, Kuala Lumpur",485000.0,4,2,2,1,1313.0,5.914537854201444,2538,0,0,1
"Sri Petaling, Kuala Lumpur",650000.0,4,3,2,1,1279.0,6.232859599229931,8694,1,0,0
"Bukit Jalil, Kuala Lumpur",720000.0,2,2,1,1,885.0,6.702647257844087,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",418000.0,3,2,1,1,1212.0,5.846104870904194,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",720000.0,2,2,2,1,855.0,6.737091817535043,8694,1,0,0
"Bukit Jalil, Kuala Lumpur",1150000.0,6,4,4,1,1930.0,6.391674072603953,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",1080000.0,5,4,4,1,1773.0,6.413683613631127,12911,0,1,0
"KLCC, Kuala Lumpur",1700000.0,2,2,1,1,1227.0,7.234532868674536,8694,1,0,0
"Bukit Bintang, Kuala Lumpur",2800000.0,2,2,1,1,1307.0,7.670106938324936,8694,1,0,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",698000.0,3,2,1,1,1010.0,6.5397147174299555,8694,1,0,0
"Cheras, Kuala Lumpur",420000.0,3,2,1,1,927.0,6.118261135389138,12911,0,1,0
"Cheras, Kuala Lumpur",300000.0,3,2,1,1,903.0,5.808820679241181,2538,0,0,1
"Salak Selatan, Kuala Lumpur",550000.0,3,2,2,1,876.0,6.4438989265001,8694,1,0,0
"KLCC, Kuala Lumpur",3400000.0,4,5,2,1,2586.0,7.182178729389231,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",1318000.0,4,2,2,1,1780.0,6.608606970719324,12911,0,1,0
"Sri Petaling, Kuala Lumpur",310000.0,1,1,1,1,730.0,6.053635112740958,12911,0,1,0
"Bangsar, Kuala Lumpur",1150000.0,2,2,1,1,980.0,7.068571739693821,2538,0,0,1
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",512500.0,2,2,1,1,797.0,6.467755225205741,2538,0,0,1
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",550000.0,2,2,1,1,797.0,6.538266920408495,2538,0,0,1
"Mont Kiara, Kuala Lumpur",482230.0,2,2,1,1,517.0,6.839205111366336,12911,0,1,0
"Mont Kiara, Kuala Lumpur",476420.0,2,2,1,1,517.0,6.827096811167618,12911,0,1,0
"Sentul, Kuala Lumpur",610000.0,3,3,2,1,1630.0,5.927547509700999,2538,0,0,1
"Setapak, Kuala Lumpur",580000.0,3,2,2,1,1150.0,6.2252469567145585,2538,0,0,1
"Pantai, Kuala Lumpur",740000.0,3,2,2,1,1019.0,6.589204511752414,2538,0,0,1
"Sungai Besi, Kuala Lumpur",490000.0,3,2,2,1,1088.0,6.112282189370943,2538,0,0,1
"Bangsar South, Kuala Lumpur",618500.0,3,2,1,0,721.0,6.755578378126296,627,0,1,0
"Bangsar South, Kuala Lumpur",535000.0,2,1,1,0,592.0,6.807621321283807,627,0,1,0
"Bangsar South, Kuala Lumpur",408300.0,2,1,1,0,495.0,6.716411324308378,627,0,1,0
"Bangsar South, Kuala Lumpur",376000.0,0,1,1,0,452.0,6.724863648222468,627,0,1,0
"Kepong, Kuala Lumpur",1230000.0,6,4,3,3,20.0,11.026808713825016,533,1,0,0
"Setapak, Kuala Lumpur",400000.0,3,2,1,1,925.0,6.071735918864585,12911,0,1,0
"Setapak, Kuala Lumpur",285000.0,2,1,1,0,600.0,6.16541785423142,627,0,1,0
"Bangsar, Kuala Lumpur",6500000.0,4,3,2,4,8200.0,6.676684045004019,843,0,1,0
"KLCC, Kuala Lumpur",750000.0,2,1,1,1,713.0,6.959297280167498,8694,1,0,0
"Sentul, Kuala Lumpur",520000.0,3,2,1,1,1323.0,5.976467926136023,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",621800.0,2,2,1,1,764.0,6.703033924114745,12911,0,1,0
"Keramat, Kuala Lumpur",850000.0,3,2,2,1,1700.0,6.2166061010848646,12911,0,1,0
"Keramat, Kuala Lumpur",400000.0,2,2,1,0,1109.0,5.890774502450732,627,0,1,0
"Cheras, Kuala Lumpur",730000.0,4,3,2,3,22.0,10.40978749629845,2861,0,1,0
"Damansara, Kuala Lumpur",1100000.0,5,4,3,3,22.0,10.819798284210286,2861,0,1,0
"Kepong, Kuala Lumpur",950000.0,4,3,3,3,20.0,10.768506042432708,2861,0,1,0
"Kepong, Kuala Lumpur",1680000.0,6,4,5,3,48.0,10.463131911491967,2861,0,1,0
"Kepong, Kuala Lumpur",850000.0,4,3,4,3,22.0,10.561975057126181,2861,0,1,0
"Bukit Jalil, Kuala Lumpur",950000.0,4,2,2,1,1170.0,6.700689056961044,12911,0,1,0
"Setapak, Kuala Lumpur",550000.0,3,2,1,1,1313.0,6.039988110624567,8694,1,0,0
"Sentul, Kuala Lumpur",430000.0,4,2,1,1,1181.0,5.900166418328979,8694,1,0,0
"Setapak, Kuala Lumpur",500000.0,4,2,1,1,1270.0,5.978127977603662,12911,0,1,0
"Taman Desa, Kuala Lumpur",320000.0,3,2,1,1,714.0,6.107422076894601,2538,0,0,1
"Kepong, Kuala Lumpur",588000.0,4,2,2,1,1162.0,6.22855852984945,2538,0,0,1
"Kepong, Kuala Lumpur",585000.0,3,2,1,3,16.0,10.506805754027546,533,1,0,0
"Bandar Menjalara, Kuala Lumpur",320000.0,3,2,10,1,808.0,5.984036033798323,2538,0,0,1
"Bukit Jalil, Kuala Lumpur",635000.0,4,2,2,1,1351.0,6.154905238921005,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",680000.0,4,2,2,1,1351.0,6.223232532891161,12911,0,1,0
"KL Sentral, Kuala Lumpur",1550000.0,2,2,1,1,1399.0,7.0111546877941295,8694,1,0,0
"Cheras, Kuala Lumpur",298888.0,2,2,1,1,650.0,6.133024203729826,2538,0,0,1
"Cheras, Kuala Lumpur",298888.0,2,2,1,1,650.0,6.133024203729826,2538,0,0,1
"Ampang Hilir, Kuala Lumpur",6382000.0,6,5,3,1,4919.0,7.168902013657635,12911,0,1,0
"Taman Tun Dr Ismail, Kuala Lumpur",850000.0,3,3,2,5,1360.0,6.439350371100098,205,0,1,0
"Kuchai Lama, Kuala Lumpur",508000.0,3,2,2,1,1328.0,5.949418158745102,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",530000.0,2,2,1,1,645.0,6.712598209943322,2538,0,0,1
"Bandar Menjalara, Kuala Lumpur",375000.0,3,2,1,0,972.0,5.957914147053601,627,0,1,0
"Setiawangsa, Kuala Lumpur",600000.0,3,2,2,1,1196.0,6.219938348968299,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",360000.0,3,2,2,1,950.0,5.940032738972721,12911,0,1,0
"Bukit Bintang, Kuala Lumpur",2380000.0,5,4,3,1,2153.0,7.008897761208285,12911,0,1,0
"City Centre, Kuala Lumpur",2490000.0,4,3,2,1,2269.0,7.001609613709312,12911,0,1,0
"KL City, Kuala Lumpur",1420000.0,3,3,2,1,1582.0,6.800835745625285,8694,1,0,0
"Mont Kiara, Kuala Lumpur",860000.0,3,2,2,1,1561.0,6.313419218660454,8694,1,0,0
"Mont Kiara, Kuala Lumpur",850000.0,3,2,1,1,1561.0,6.301744494288927,8694,1,0,0
"Bukit Bintang, Kuala Lumpur",3600000.0,4,4,2,1,2013.0,7.489621988177786,8694,1,0,0
"Setapak, Kuala Lumpur",658000.0,3,2,2,1,1270.0,6.252116261807464,12911,0,1,0
"Pantai, Kuala Lumpur",750000.0,3,2,2,1,1019.0,6.602609196804051,8694,1,0,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",510000.0,4,2,2,1,1341.0,5.943621082328244,2538,0,0,1
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",520000.0,4,2,2,1,1341.0,5.9629887339118275,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",520000.0,4,2,2,1,1341.0,5.9629887339118275,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",510000.0,4,2,2,1,1341.0,5.943621082328244,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",510000.0,4,2,2,1,1341.0,5.943621082328244,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",538000.0,4,2,2,1,1341.0,5.996932419630099,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",465000.0,3,2,1,1,1205.0,5.958145884612251,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",510000.0,4,2,2,1,1341.0,5.943621082328244,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",510000.0,4,2,2,1,1341.0,5.943621082328244,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",360000.0,3,2,2,1,950.0,5.940032738972721,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",670000.0,4,2,2,1,1094.0,6.419068512579064,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",570000.0,2,2,1,1,852.0,6.507298733816362,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",1530000.0,4,4,2,5,38.0,10.603216969935117,205,0,1,0
"Jalan Ipoh, Kuala Lumpur",799000.0,3,2,2,1,1227.0,6.480323271689735,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1500000.0,4,3,2,1,2002.0,6.620407482988087,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1450000.0,4,4,3,1,2163.0,6.509313301066423,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1400000.0,3,2,2,1,1733.0,6.695610596499251,8694,1,0,0
"Taman Tun Dr Ismail, Kuala Lumpur",1495000.0,3,3,2,1,1442.0,6.944814530579021,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1000000.0,4,3,2,1,1448.0,6.539018937677524,12911,0,1,0
"Cheras, Kuala Lumpur",395000.0,3,2,1,1,950.0,6.032581235043972,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1200000.0,4,4,2,1,2036.0,6.380784966041577,8694,1,0,0
"Damansara Heights, Kuala Lumpur",5500000.0,8,8,7,4,8600.0,6.462303583118247,843,0,1,0
"KLCC, Kuala Lumpur",2100000.0,4,3,1,1,1485.0,7.254984744406291,12911,0,1,0
"Setapak, Kuala Lumpur",599000.0,3,2,2,1,1012.0,6.385021084150875,8694,1,0,0
"Seputeh, Kuala Lumpur",707000.0,2,2,1,1,829.0,6.74973766294487,12911,0,1,0
"KLCC, Kuala Lumpur",1166100.0,2,2,1,1,987.0,7.075351419185023,12911,0,1,0
"Setapak, Kuala Lumpur",776554.0,4,3,2,1,1447.0,6.287235361875262,8694,1,0,0
"Bukit Bintang, Kuala Lumpur",680000.0,1,1,1,1,550.0,7.120738295533703,8694,1,0,0
"KLCC, Kuala Lumpur",760000.0,2,1,1,1,915.0,6.723352870191959,8694,1,0,0
"Cheras, Kuala Lumpur",700000.0,4,4,1,5,2464.0,5.652808108671928,205,0,1,0
"Bangsar, Kuala Lumpur",1550000.0,4,2,2,1,2095.0,6.607807356835932,12911,0,1,0
"KLCC, Kuala Lumpur",1100000.0,1,1,1,1,635.0,7.457772845045375,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1430000.0,3,2,2,1,1789.0,6.685023185768751,12911,0,1,0
"Dutamas, Kuala Lumpur",1070000.0,2,2,1,1,1148.0,6.838464951611985,8694,1,0,0
"KLCC, Kuala Lumpur",1150000.0,4,3,2,1,1313.0,6.776343713878638,2538,0,0,1
"City Centre, Kuala Lumpur",1000000.0,3,3,2,1,1423.0,6.55640994836939,8694,1,0,0
"Wangsa Maju, Kuala Lumpur",470000.0,4,2,1,0,998.0,6.156855850393574,627,0,1,0
"KLCC, Kuala Lumpur",9980300.0,5,5,1,1,5382.0,7.525847493666376,12911,0,1,0
"KLCC, Kuala Lumpur",4500000.0,5,6,1,1,3300.0,7.218643271861805,8694,1,0,0
"Cheras, Kuala Lumpur",1050000.0,2,2,1,1,850.0,7.1198735689711965,12911,0,1,0
"Mont Kiara, Kuala Lumpur",650000.0,3,2,2,1,1000.0,6.478509642208569,2538,0,0,1
"Sungai Besi, Kuala Lumpur",520000.0,3,2,2,1,1074.0,6.184502070129687,12911,0,1,0
"Sungai Besi, Kuala Lumpur",499000.0,3,2,2,1,850.0,6.3768269829109645,8694,1,0,0
"Sungai Besi, Kuala Lumpur",375000.0,2,2,1,1,650.0,6.359440774907624,8694,1,0,0
"Sungai Besi, Kuala Lumpur",630000.0,3,2,2,1,1025.0,6.422652868817351,12911,0,1,0
"Cheras, Kuala Lumpur",300000.0,3,2,1,1,903.0,5.808820679241181,8694,1,0,0
"Cheras, Kuala Lumpur",370000.0,3,2,1,1,950.0,5.9673605770230855,8694,1,0,0
"Taman Desa, Kuala Lumpur",1500000.0,4,3,2,1,1784.0,6.735550979569204,12911,0,1,0
"KLCC, Kuala Lumpur",575000.0,1,1,1,1,576.0,6.9070188968082125,8694,1,0,0
"Cheras, Kuala Lumpur",660000.0,4,3,5,3,22.0,10.308985993422082,2861,0,1,0
"Kuchai Lama, Kuala Lumpur",930000.0,4,3,2,1,1948.0,6.1704738139172886,8694,1,0,0
"Kuchai Lama, Kuala Lumpur",398000.0,3,2,1,1,1023.0,5.966279572369292,12911,0,1,0
"Cheras, Kuala Lumpur",875000.0,5,3,3,3,22.0,10.590961854522503,2861,0,1,0
"Cheras, Kuala Lumpur",450000.0,3,2,1,1,1164.0,5.95996856045739,12911,0,1,0
"Cheras, Kuala Lumpur",690000.0,3,3,4,5,24.0,10.266427828229292,48,1,0,0
"Cheras, Kuala Lumpur",650000.0,4,3,2,3,20.0,10.389026137075234,2861,0,1,0
"Kuchai Lama, Kuala Lumpur",300000.0,3,2,1,0,820.0,5.904963017950905,142,0,0,1
"Wangsa Maju, Kuala Lumpur",420000.0,3,2,2,1,880.0,6.170181128932437,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",930000.0,5,3,2,1,1513.0,6.422715711123011,12911,0,1,0
"Cheras, Kuala Lumpur",360000.0,4,2,1,1,903.0,5.990641949731299,12911,0,1,0
"Mont Kiara, Kuala Lumpur",3000000.0,5,5,2,1,2702.0,7.01327558942206,12911,0,1,0
"Desa Pandan, Kuala Lumpur",1080000.0,2,2,2,1,1412.0,6.641015734541751,8694,1,0,0
"Desa Pandan, Kuala Lumpur",1250000.0,2,2,2,1,1410.0,6.788436490192282,8694,1,0,0
"Taman Melawati, Kuala Lumpur",2900000.0,6,5,3,4,4640.0,6.439350371100098,843,0,1,0
"Mont Kiara, Kuala Lumpur",2700000.0,5,6,3,1,3980.0,6.521198221389451,12911,0,1,0
"Bangsar South, Kuala Lumpur",1630000.0,4,3,2,1,2063.0,6.673438903631039,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1795000.0,4,4,2,1,1496.0,7.090798500447181,2538,0,0,1
"Mont Kiara, Kuala Lumpur",1440000.0,3,2,2,1,1200.0,7.0909098220799835,2538,0,0,1
"Dutamas, Kuala Lumpur",1250000.0,5,5,2,1,1831.0,6.527500292830948,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1559000.0,4,4,2,1,1878.0,6.72279638164627,2538,0,0,1
"Dutamas, Kuala Lumpur",940000.0,3,3,2,1,1719.0,6.305964202188713,12911,0,1,0
"KLCC, Kuala Lumpur",3790000.0,6,5,3,1,3800.0,6.9061223675602825,12911,0,1,0
"Bangsar, Kuala Lumpur",1628000.0,4,4,2,1,1859.0,6.776210078252411,8694,1,0,0
"KLCC, Kuala Lumpur",4000000.0,3,2,2,1,2573.0,7.349620150005816,2538,0,0,1
"Bukit Tunku (Kenny Hills), Kuala Lumpur",2900000.0,5,4,3,1,3500.0,6.720909216316737,12911,0,1,0
"Sri Hartamas, Kuala Lumpur",2900000.0,5,5,3,1,3983.0,6.591803217733554,12911,0,1,0
"Sri Hartamas, Kuala Lumpur",2700000.0,5,4,3,1,3466.0,6.6592887411595685,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1800000.0,4,4,2,1,2038.0,6.784704590825763,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1880000.0,4,4,2,1,2243.0,6.7324051742318645,8694,1,0,0
"KL Eco City, Kuala Lumpur",1100000.0,0,1,1,1,785.0,7.245850401832478,12911,0,1,0
"Dutamas, Kuala Lumpur",503000.0,3,2,1,1,1326.0,5.94105599260314,12911,0,1,0
"KLCC, Kuala Lumpur",2100000.0,4,4,1,1,2098.0,6.9097066626405175,12911,0,1,0
"KLCC, Kuala Lumpur",2100000.0,4,4,1,1,2098.0,6.9097066626405175,12911,0,1,0
"Mont Kiara, Kuala Lumpur",780000.0,3,2,2,1,1292.0,6.404757554245184,8694,1,0,0
"Ampang, Kuala Lumpur",1900000.0,4,4,1,1,1900.0,6.90875477931522,8694,1,0,0
"Sentul, Kuala Lumpur",1150000.0,4,4,1,1,1381.0,6.725909496028235,12911,0,1,0
"Ampang Hilir, Kuala Lumpur",4830000.0,5,5,3,1,4200.0,7.048386408721883,12911,0,1,0
"Sri Hartamas, Kuala Lumpur",3300000.0,5,5,3,1,3600.0,6.821834216474498,8694,1,0,0
"Sri Hartamas, Kuala Lumpur",3000000.0,5,5,3,1,3500.0,6.754770585794848,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1500000.0,4,4,2,1,1900.0,6.6726323660391405,8694,1,0,0
"Mont Kiara, Kuala Lumpur",2200000.0,5,6,3,1,3400.0,6.473981469283848,8694,1,0,0
"Mont Kiara, Kuala Lumpur",930000.0,4,3,2,1,1370.0,6.521845880612523,12911,0,1,0
"Cheras, Kuala Lumpur",708000.0,3,2,2,1,1111.0,6.458751562153772,12911,0,1,0
"Bangsar South, Kuala Lumpur",1425000.0,3,3,2,1,1302.0,6.99893881597156,12911,0,1,0
"Kuchai Lama, Kuala Lumpur",1237000.0,5,4,4,1,1894.0,6.483283330340187,12911,0,1,0
"Bangsar, Kuala Lumpur",6500000.0,5,5,4,4,4600.0,7.254208594400252,843,0,1,0
"Country Heights Damansara, Kuala Lumpur",9000000.0,7,7,5,4,9404.0,6.864889069012997,843,0,1,0
"Desa ParkCity, Kuala Lumpur",5600000.0,6,7,3,3,3713.0,7.319344517531516,2861,0,1,0
"Kepong, Kuala Lumpur",799000.0,4,4,5,3,20.0,10.595408982170255,2861,0,1,0
"Ampang, Kuala Lumpur",1900000.0,4,4,1,1,1900.0,6.90875477931522,8694,1,0,0
"Bukit Jalil, Kuala Lumpur",690000.0,3,2,2,1,1325.0,6.257197586608599,12911,0,1,0
"Damansara Heights, Kuala Lumpur",3300000.0,6,5,4,3,2799.0,7.073263359236507,2861,0,1,0
"Cheras, Kuala Lumpur",1000000.0,2,2,1,1,883.0,7.033067967745151,12911,0,1,0
"Kuchai Lama, Kuala Lumpur",520000.0,3,2,2,1,986.0,6.269822094370674,12911,0,1,0
"Desa Petaling, Kuala Lumpur",450000.0,3,2,1,1,1144.0,5.977255686048351,12911,0,1,0
"Bandar Damai Perdana, Kuala Lumpur",968990.0,5,5,2,3,1797.0,6.291988474943646,722,0,0,1
"Bandar Damai Perdana, Kuala Lumpur",968990.0,5,5,2,3,1797.0,6.291988474943646,722,0,0,1
"Bangsar, Kuala Lumpur",3800000.0,4,3,8,4,6000.0,6.45257457862804,843,0,1,0
"Mid Valley City, Kuala Lumpur",1700000.0,4,4,1,1,1905.0,6.795021482310594,8694,1,0,0
"Mid Valley City, Kuala Lumpur",2000000.0,4,4,1,1,1905.0,6.957372497623141,8694,1,0,0
"Cheras, Kuala Lumpur",317000.0,3,2,1,1,810.0,5.972174751254239,12911,0,1,0
"Cheras, Kuala Lumpur",430000.0,3,2,1,1,926.0,6.14281742596315,8694,1,0,0
"Mont Kiara, Kuala Lumpur",2970000.0,5,6,2,1,2702.0,7.0032343429837765,8694,1,0,0
"Cheras, Kuala Lumpur",1600000.0,4,3,2,3,40.0,10.596659732783579,2861,0,1,0
"Wangsa Maju, Kuala Lumpur",400000.0,2,2,1,1,700.0,6.349887961580832,12911,0,1,0
"Cheras, Kuala Lumpur",670000.0,4,2,2,1,1315.0,6.235401809769644,12911,0,1,0
"Taman Tun Dr Ismail, Kuala Lumpur",950000.0,3,2,1,1,1102.0,6.76049460158371,12911,0,1,0
"Taman Tun Dr Ismail, Kuala Lumpur",800000.0,2,2,1,1,876.0,6.818095316638458,12911,0,1,0
"Taman Tun Dr Ismail, Kuala Lumpur",930000.0,3,2,2,1,1102.0,6.739242120158448,12911,0,1,0
"Bangsar South, Kuala Lumpur",520000.0,0,1,1,1,507.0,6.934047611962654,8694,1,0,0
